time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
68.689223,-0.008146,0.107130,0.036855
68.729030,-0.033382,0.076734,-0.012946
68.758885,0.026168,0.044050,-0.078646
68.788740,0.008725,0.132222,0.008116
68.828547,-0.015984,0.122395,0.000864
68.858402,0.065553,0.055171,-0.059436
68.888257,0.013800,0.132668,-0.017996
68.928064,-0.063871,0.174750,-0.030573
68.957919,0.071597,0.127193,-0.070572
68.987775,0.045187,0.192782,0.010026
69.027582,-0.015894,0.233057,0.022922
69.057437,0.120324,0.181084,-0.047397
69.087292,0.086025,0.234048,0.000829
69.127099,0.025628,0.269678,0.013694
69.156954,0.095324,0.260356,-0.056415
69.186809,0.045618,0.249870,-0.038175
69.226616,-0.029186,0.328760,-0.061431
69.256471,0.040737,0.322910,-0.115200
69.286327,0.026930,0.295839,-0.024930
69.326134,-0.016300,0.369536,0.029963
69.355989,0.066581,0.381519,-0.043464
69.385844,0.052750,0.324725,-0.004622
69.425651,-0.027998,0.360196,0.098675
69.455507,0.056737,0.397575,-0.004849
69.485362,0.086766,0.369059,-0.051057
69.525169,-0.018357,0.442242,0.070774
69.555024,0.006653,0.463599,-0.031344
69.594831,0.098362,0.420580,-0.034989
69.624687,0.005887,0.451533,0.066671
69.654542,0.008160,0.486074,0.005053
69.694349,0.064699,0.534762,-0.074081
69.724204,-0.033137,0.661973,0.116597
69.754059,0.193834,0.482920,0.045936
69.793866,-0.015231,0.110819,-0.236878
69.823721,-0.376480,-0.067045,-0.125265
69.853576,0.081530,0.346769,0.190288
69.893383,0.089820,0.919338,-0.208464
69.923238,-0.103387,0.646911,-0.034129
69.953094,0.057840,0.595373,0.112267
69.992900,0.046067,0.617510,-0.008008
70.022756,-0.043166,0.403156,-0.078638
70.052611,0.066460,0.526982,0.093422
70.092418,0.260724,0.566148,-0.144809
70.122273,0.109518,0.315427,-0.276690
70.162080,0.144831,0.525590,0.170869
70.191935,0.187852,0.886611,0.190323
70.221790,0.138876,0.836682,0.007960
70.261597,0.014104,0.417252,-0.063304
70.291452,0.016333,0.376528,0.068241
70.321307,-0.005896,0.431882,-0.042145
70.361114,0.034467,0.428254,0.015553
70.390969,0.000346,0.635296,0.154328
70.420825,-0.049662,0.796381,-0.038123
70.460631,-0.010117,0.457550,-0.141140
70.490486,0.085206,0.433330,0.073814
70.520341,-0.012506,0.517540,0.116395
70.560148,0.060457,0.570041,0.009062
70.590003,0.181119,0.609435,-0.105433
70.619858,0.121779,0.592213,0.024964
70.659665,0.029567,0.431671,0.088248
70.689520,0.116337,0.508986,-0.032093
70.719375,0.017491,0.576694,-0.052344
70.759182,-0.068413,0.571840,0.081790
70.789037,0.080194,0.523365,-0.009888
70.818893,0.029026,0.495497,0.001110
70.858699,-0.053850,0.394703,0.143300
70.888555,0.069134,0.460789,0.048847
70.928362,0.074183,0.482988,-0.014963
70.958217,-0.049911,0.443789,0.052572
70.988072,0.019621,0.474278,-0.051693
71.027879,0.091661,0.431147,-0.116853
71.057734,0.050105,0.434799,0.038668
71.087589,0.053706,0.480348,0.066197
71.127396,0.117484,0.439724,-0.076874
71.157251,0.072431,0.356753,-0.018630
71.187106,0.002905,0.405182,0.030068
71.226913,0.036659,0.368298,-0.041595
71.256768,0.054184,0.353091,0.003640
71.286623,-0.010382,0.398742,0.062428
71.326430,0.000023,0.359676,-0.006739
71.356285,0.081201,0.325856,-0.022625
71.386141,0.018430,0.372689,0.040940
71.425947,0.052820,0.389110,0.000540
71.455802,0.126684,0.296374,-0.067257
71.485657,0.102417,0.274925,-0.008877
71.525464,0.056291,0.326013,-0.007753
71.555319,0.075380,0.269617,-0.067525
71.595126,0.032405,0.257292,-0.004904
71.624981,-0.061689,0.337884,0.048339
71.654836,-0.026829,0.223806,-0.028338
71.694643,-0.029836,0.171693,0.042706
71.724498,-0.116237,0.268224,0.057239
71.754353,-0.061749,0.195454,-0.012255
71.794160,0.011411,0.145693,0.026627
71.824015,-0.071962,0.215096,0.066885
71.853870,0.007508,0.211060,0.026285
71.893677,0.071078,0.105204,-0.031021
71.923532,-0.040401,0.175681,0.047808
71.953387,-0.059614,0.218283,0.024694
71.993194,0.030898,0.057094,-0.040991
72.023049,-0.005221,0.094541,0.026713
72.052904,-0.014349,0.135066,0.014059
72.092711,0.044269,0.080610,-0.018680
72.122566,0.023270,0.085288,0.016794
72.152422,0.006256,0.081974,0.035987
72.192228,0.051983,0.042346,-0.027172
72.222084,0.018921,0.007460,-0.006880
72.261890,0.014152,0.023839,0.023160
72.291745,0.020618,0.027139,0.016295
72.321601,0.048416,-0.020855,0.015127
72.361407,0.023809,-0.023383,0.014877
72.391263,0.024603,-0.061990,-0.014905
72.421118,0.030753,-0.039724,-0.005249
72.460927,-0.019427,-0.046498,0.007386
72.490782,0.046639,-0.109685,-0.009457
72.520637,0.033080,-0.110308,0.007677
72.560444,-0.034717,-0.067237,0.023137
72.590299,0.044587,-0.150875,0.002561
72.620154,0.039450,-0.137135,0.028696
72.659961,-0.039228,-0.137562,0.020804
72.689816,-0.008544,-0.194831,-0.048857
72.719671,-0.001614,-0.200528,-0.013343
72.759478,-0.073438,-0.140375,0.024862
72.789333,0.030622,-0.191483,-0.027159
72.819188,0.021070,-0.222350,0.010222
72.858995,-0.079856,-0.179071,0.051430
72.888850,0.013289,-0.277306,-0.032287
72.928657,-0.009578,-0.269569,0.037135
72.958512,-0.082115,-0.206886,0.054495
72.988367,0.004840,-0.277939,-0.024810
73.028174,0.007768,-0.307116,-0.003931
73.058029,-0.090559,-0.237063,0.077790
73.087884,0.006648,-0.274397,-0.040878
73.127691,0.022820,-0.335582,-0.007386
73.157546,-0.048044,-0.307792,0.046287
73.187401,0.000194,-0.342755,-0.000564
73.227208,0.037580,-0.359740,-0.044459
73.257063,-0.017014,-0.348747,0.019501
73.286918,0.014644,-0.267120,0.042431
73.326725,0.188978,-0.099985,0.020180
73.356580,0.105611,-0.130062,0.068636
73.386435,0.052462,-0.465086,0.085275
73.426242,0.056979,-0.592371,-0.183100
73.456096,-0.127357,-0.344749,-0.054578
73.485951,-0.147584,-0.501772,0.062079
73.525758,0.070699,-0.338816,-0.022650
73.555613,0.016136,-0.293319,-0.008133
73.585468,-0.225542,-0.392952,0.126350
73.625275,-0.099689,-0.375778,-0.010402
73.655130,0.150477,-0.276535,-0.284923
73.694937,-0.076983,-0.449453,0.122610
73.724792,-0.353270,-0.638850,0.226400
73.754647,-0.043549,-0.472411,-0.052977
73.794454,0.152494,-0.260371,-0.217569
73.824309,-0.103014,-0.355659,0.190657
73.854164,-0.062950,-0.445262,0.211296
73.893971,0.167380,-0.419681,-0.178010
73.923826,-0.003058,-0.437311,-0.025175
73.953681,-0.068510,-0.425979,0.069851
73.993488,0.082969,-0.324489,-0.138554
74.023343,-0.014356,-0.426155,0.032203
74.053198,-0.112617,-0.484397,0.152892
74.093005,0.015334,-0.343745,-0.075855
74.122860,0.024159,-0.392208,-0.114536
74.152715,-0.057972,-0.435207,0.082649
74.192522,-0.027439,-0.360129,0.059754
74.222377,0.106678,-0.395449,-0.126536
74.252232,0.058401,-0.424700,-0.063402
74.292039,-0.077675,-0.344195,0.137390
74.321894,0.038634,-0.318532,-0.048287
74.361701,0.027549,-0.361325,-0.150750
74.391556,-0.108225,-0.371491,0.019002
74.421411,-0.014135,-0.385143,-0.012571
74.461218,0.033204,-0.404526,-0.127664
74.491073,-0.035572,-0.400092,0.035608
74.520928,-0.034619,-0.284521,0.082777
74.560735,0.054634,-0.367101,-0.023243
74.590590,-0.027240,-0.412716,0.067488
74.620445,-0.045854,-0.277497,0.018436
74.660252,0.036832,-0.355086,-0.140900
74.690107,-0.063500,-0.386245,0.011120
74.719962,-0.059765,-0.270419,0.069509
74.759769,0.039891,-0.239523,-0.115546
74.789624,-0.019606,-0.347222,-0.000585
74.819479,-0.051237,-0.308906,0.119199
74.859286,0.003470,-0.231989,-0.089083
74.889141,-0.021255,-0.271685,-0.082928
74.918996,-0.045284,-0.238274,0.025401
74.958803,0.003867,-0.212274,-0.044036
74.988658,0.002379,-0.207102,-0.068628
75.028464,-0.031852,-0.219247,0.017903
75.058319,0.021723,-0.187111,0.026077
75.088175,0.005977,-0.175151,0.004226
75.127981,-0.058276,-0.236244,-0.019465
75.157836,-0.029979,-0.217645,0.003960
75.187691,-0.030365,-0.153793,0.016624
75.227498,-0.016042,-0.153166,-0.040091
75.257353,-0.018560,-0.152511,-0.011310
75.287208,-0.050548,-0.150020,0.035258
75.327015,0.022681,-0.153449,-0.037062
75.356870,0.064954,-0.076094,-0.089660
75.386725,0.009027,-0.056935,0.030884
75.426532,-0.007339,-0.126523,0.057777
75.456387,0.068351,-0.102944,-0.071967
75.486242,0.017077,-0.032544,-0.054546
75.526049,-0.091400,-0.115959,0.057232
75.555904,0.012211,-0.080128,0.008102
75.585759,0.047779,-0.026830,-0.041798
75.625566,-0.029028,-0.050544,0.012464
75.655421,0.022103,-0.048774,0.021385
75.695228,0.014496,0.000052,-0.014753
75.725083,0.007152,-0.007335,-0.048183
75.754938,0.034747,-0.003303,-0.028064
75.794745,-0.001489,-0.003748,0.002948
75.824600,-0.013120,0.022304,-0.027575
75.854455,0.015869,0.026546,-0.046962
75.894261,-0.027032,0.009402,-0.006249
75.924123,-0.019850,0.033300,0.018502
75.953978,0.052372,0.061047,0.002286
75.993784,0.000193,0.088215,0.011736
76.023639,-0.028601,0.072005,0.039075
76.053494,0.021828,0.058390,0.005112
76.093301,0.021221,0.091869,-0.023058
76.123156,-0.036081,0.106076,0.025527
76.162963,0.010132,0.131947,0.036105
76.192818,0.069140,0.098871,0.007743
76.222673,0.002869,0.125199,0.012135
76.262480,-0.003913,0.144740,0.038159
76.292335,0.058732,0.139996,0.007443
76.322190,0.073235,0.168019,-0.062508
76.361997,-0.053163,0.161972,0.008082
76.391852,0.001271,0.129251,0.056501
76.421707,0.092377,0.167597,-0.028097
76.461515,-0.036511,0.153233,-0.043633
76.491370,-0.014476,0.133124,0.090549
76.521225,0.059522,0.212901,0.066245
76.561032,0.022091,0.217114,-0.066021
76.590887,-0.049908,0.141500,0.013118
76.620724,0.037797,0.160026,0.065735
76.650579,0.079390,0.253375,-0.037059
76.690385,-0.031444,0.195289,0.011274
76.720241,0.004964,0.165266,0.106240
76.750096,0.102099,0.254559,0.012268
76.789902,0.036942,0.253223,-0.074233
76.819757,-0.028643,0.192996,0.097383
76.859564,0.046451,0.225439,0.005972
76.889419,0.069116,0.232900,-0.103489
76.919274,-0.012610,0.202511,0.027184
76.959081,0.006561,0.277620,0.079109
76.988936,0.096575,0.277922,-0.076089
77.018791,0.051181,0.198979,-0.061426
77.058598,-0.031551,0.221666,0.109276
77.088453,0.000233,0.265466,-0.008653
77.118308,0.076065,0.203685,-0.099757
77.158115,0.012770,0.199984,0.037175
77.187970,-0.039919,0.281888,0.084282
77.217825,0.058048,0.258982,-0.013044
77.257632,0.054021,0.262770,-0.051119
77.287487,0.009549,0.256706,0.011409
77.317342,-0.002377,0.200759,0.055855
77.357149,0.078600,0.209922,-0.011283
77.387004,0.018568,0.297188,-0.041306
77.416859,-0.009310,0.247439,0.028170
77.456665,0.076092,0.215251,0.014272
77.486520,0.025035,0.293447,0.017845
77.516375,0.003423,0.226511,0.048956
77.556182,0.076600,0.212199,0.076978
77.586037,0.015198,0.258887,0.045298
77.625844,-0.045983,0.245891,0.008506
77.655699,0.058920,0.191986,-0.001008
77.685554,0.022457,0.201241,-0.000493
77.725361,-0.064875,0.268281,-0.073673
77.755216,0.029310,0.203799,-0.073987
77.785071,0.108445,0.201023,-0.042781
77.824878,0.043555,0.245137,0.055946
77.854733,0.051736,0.189582,0.034587
77.884588,0.064490,0.220919,-0.031658
77.924394,0.035532,0.269662,0.007807
77.954249,0.041148,0.140982,0.010822
77.984105,-0.004338,0.158892,0.046023
78.023911,0.003864,0.230894,0.035325
78.053766,0.064612,0.214970,0.055232
78.083621,0.099811,0.120500,0.062985
78.123428,0.033358,0.176221,0.044024
78.153283,-0.004948,0.220279,0.013990
78.183138,0.082584,0.146709,-0.031512
78.222945,0.078635,0.177963,-0.058177
78.252800,0.011274,0.170304,0.060329
78.292607,0.008851,0.109731,-0.065175
78.322462,0.047151,0.151564,-0.078751
78.352317,-0.027447,0.189640,0.060534
78.392124,0.114568,0.134368,0.020679
78.421979,0.163551,0.170228,-0.031449
78.451834,-0.010597,0.178361,0.035052
78.491641,0.007040,0.040627,0.002158
78.521496,0.112249,0.067151,-0.070825
78.551351,-0.003323,0.142132,0.004961
78.591158,-0.103801,0.105744,0.060718
78.621013,0.126858,0.044129,-0.074249
78.650868,0.055556,0.133260,-0.044552
78.690674,-0.111520,0.113326,0.072319
78.720530,0.093057,0.027518,-0.000708
78.750385,0.154424,0.083930,-0.044001
78.790191,-0.069497,0.129117,-0.021362
78.820046,-0.022261,0.045994,-0.006475
78.849901,0.132963,0.032649,-0.063330
78.889708,-0.024446,0.062081,0.029847
78.919563,-0.083989,0.050447,0.036296
78.959370,0.057171,-0.000728,-0.119410
78.989225,-0.007569,0.036395,-0.105579
79.019080,-0.104782,-0.023497,0.038944
79.058887,0.050878,0.022173,-0.027521
79.088742,0.059426,0.045333,-0.087146
79.118597,-0.035309,0.032683,-0.004696
79.158404,-0.007193,0.000405,0.045354
79.188259,0.057041,0.020088,-0.026939
79.218114,0.033642,-0.004039,-0.010375
79.257920,-0.008834,-0.056386,0.054630
79.287776,-0.019661,-0.000955,-0.018101
79.317631,0.018924,0.000497,-0.077566
79.357437,0.013740,-0.051076,0.016774
79.387292,0.005342,-0.059195,0.046702
79.417147,-0.004998,-0.023654,0.015451
79.456954,0.025774,-0.080838,-0.030399
79.486809,0.005028,-0.046857,0.037437
79.516664,-0.009776,-0.059915,0.070365
79.556471,0.005376,-0.071530,0.033466
79.586326,-0.004596,-0.054281,-0.014136
79.626133,-0.023540,-0.073915,-0.014428
79.655988,-0.041207,-0.079874,0.005033
79.685843,0.033220,-0.105647,0.019256
79.725649,-0.018389,-0.084404,0.046831
79.755505,-0.018532,-0.072492,0.013619
79.785360,0.036059,-0.087458,-0.019651
79.825166,-0.001178,-0.061141,0.004435
79.855021,-0.005836,-0.080760,0.009814
79.884876,0.016680,-0.087708,0.011553
79.924701,0.028795,-0.088780,0.027203
79.954556,0.024337,-0.093308,-0.049942
79.994363,-0.021565,-0.147118,0.025740
80.024218,-0.003534,-0.152730,-0.008653
80.054073,0.006399,-0.106985,-0.014953
80.093880,-0.002461,-0.099677,-0.013631
80.123735,0.012455,-0.155571,-0.010033
80.153590,0.018538,-0.181295,-0.004208
80.193397,-0.015033,-0.054101,0.000537
80.223252,0.000489,-0.095007,0.005293
80.263058,0.051580,-0.183412,-0.004431
80.292913,-0.047262,-0.109628,-0.031217
80.322768,-0.055233,-0.128452,-0.027818
80.362575,0.074714,-0.161386,0.025964
80.392430,0.007536,-0.063630,0.010284
80.422285,-0.051418,-0.094914,-0.026792
80.462092,0.032085,-0.192602,0.006302
80.491947,0.027123,-0.108900,0.016781
80.521802,-0.045200,-0.061227,-0.022775
80.561609,0.020873,-0.153978,-0.013542
80.591464,-0.001066,-0.109986,0.012138
80.621301,-0.046066,-0.089696,0.001417
80.651156,0.008015,-0.146417,-0.012973
80.690962,-0.009183,-0.140195,0.016615
80.720817,-0.050315,-0.098144,0.020907
80.750672,0.008580,-0.172365,-0.008035
80.790479,0.122041,-0.251410,0.056865
80.820334,-0.058375,-0.201200,0.123736
80.850189,0.057296,-0.137475,0.084454
80.889996,0.000644,-0.125437,0.042405
80.919851,-0.092388,-0.223053,0.063964
80.949706,-0.121059,-0.114407,0.064641
80.989513,-0.023500,-0.107779,-0.035648
81.019368,0.031838,-0.095347,-0.024845
81.059175,-0.052144,-0.017244,0.016792
81.089030,0.012940,-0.022902,-0.071533
81.118885,0.094900,-0.033420,-0.108577
81.158691,0.078037,0.030883,-0.057961
81.188546,0.024947,0.040215,-0.046008
81.218402,0.102258,-0.061451,-0.013678
81.258208,0.101103,-0.068067,0.001106
81.288063,-0.031608,-0.079816,0.026020
81.317918,-0.012660,-0.118653,-0.061136
81.357725,-0.028231,-0.034329,-0.062756
81.387580,-0.055925,-0.022996,0.018092
81.417435,-0.008899,-0.089271,0.037193
81.457243,-0.000505,-0.041950,0.022543
81.487098,-0.064826,0.000449,0.007999
81.516953,0.001505,-0.075068,-0.034347
81.556760,0.032017,-0.018027,0.011446
81.586615,-0.075817,0.024789,0.033897
81.616470,-0.005550,-0.061180,-0.013818
81.656277,0.029704,-0.024460,-0.010015
81.686132,-0.029306,0.003634,0.023755
81.725938,0.000294,-0.037503,-0.018072
81.755793,0.062595,-0.028287,-0.041517
81.785648,-0.014630,0.002991,-0.007977
81.825455,-0.077643,-0.058963,-0.075163
81.855310,0.015002,0.031525,-0.089934
81.885165,-0.023181,0.088763,-0.010765
81.924972,-0.058120,0.054573,0.038504
81.954827,0.046848,-0.020307,-0.013768
81.984682,0.033141,0.014851,0.002029
82.024489,-0.003350,0.069738,0.040419
82.054344,0.024605,0.005462,0.014098
82.084199,0.044764,0.019116,-0.036016
82.124006,-0.022642,0.079278,0.003090
82.153861,0.024675,0.031055,0.021333
82.183716,0.061008,0.022489,0.022354
82.223522,-0.008640,0.066143,0.035024
82.253377,0.027369,0.013517,0.039268
82.283232,0.051239,0.038269,-0.010016
82.323039,-0.019149,0.059567,0.003710
82.352894,-0.029987,0.048701,0.020023
82.392701,0.021784,0.045365,-0.010782
82.422556,-0.024212,0.069323,-0.001375
82.452411,-0.025907,0.046479,0.026419
82.492218,0.027720,0.023320,-0.017463
82.522073,0.019357,0.067507,-0.006205
82.551928,-0.023351,0.097624,0.020975
82.591734,0.050793,0.039720,-0.007862
82.621589,0.036878,0.086303,-0.003718
82.651444,-0.022792,0.116295,0.018554
82.691251,0.052336,0.032937,-0.021369
82.721106,0.061293,0.036625,-0.004921
82.750961,-0.048941,0.091847,0.031756
82.790768,0.039409,0.016328,-0.026436
82.820623,0.098100,0.076844,-0.028353
82.850478,-0.004390,0.139337,0.013434
82.890285,0.037135,0.051803,-0.006093
82.920140,0.068243,0.046427,-0.062299
82.949995,0.026441,0.078721,-0.025636
82.989801,-0.005020,0.014026,0.042008
83.019656,0.016167,0.055335,-0.010293
83.059463,-0.020451,0.087933,-0.026277
83.089318,-0.042280,0.076463,0.020166
83.119173,-0.028373,0.125029,-0.011608
83.158980,0.011095,0.082979,-0.043380
83.188835,-0.053279,0.000964,0.007556
83.218690,-0.073857,0.019125,0.019659
83.258497,0.050470,0.089678,0.001472
83.288352,0.024757,0.134387,0.021831
83.318207,0.018372,0.099227,0.009266
83.358013,0.037734,-0.022303,-0.030570
83.387868,-0.008862,0.036141,-0.032698
83.417723,-0.018542,0.117852,-0.005670
83.457528,0.052219,0.060897,0.026555
83.487383,0.032970,0.064938,0.001267
83.517238,0.003789,0.077247,-0.008929
83.557045,-0.011966,0.063983,0.044167
83.586900,0.050564,0.035150,0.012708
83.616755,0.060736,0.032288,-0.041753
83.656561,-0.061218,0.039364,0.038757
83.686416,0.000083,0.038053,0.063741
83.726223,0.097430,0.059408,-0.014216
83.756078,-0.005234,0.082061,-0.024221
83.785933,-0.072590,0.038678,0.035591
83.825740,0.050532,-0.037570,0.015381
83.855595,0.056064,0.076681,-0.044735
83.885450,-0.029393,0.095617,-0.016851
83.925275,-0.012030,-0.042813,0.063532
83.955130,0.029742,0.024605,0.011632
83.994936,-0.026717,0.056042,-0.018148
84.024791,-0.026856,-0.025461,0.032792
84.054646,0.013563,0.015807,0.068400
84.094453,-0.032347,0.038562,0.027783
84.124308,-0.007019,-0.016214,-0.005188
84.154163,0.014377,-0.005334,0.008678
84.193970,-0.009077,0.003175,0.043418
84.223825,0.000896,0.007190,0.000422
84.253680,0.001930,0.030416,-0.032833
84.293486,-0.014212,-0.007653,0.044586
84.323341,0.021290,-0.011608,0.005094
84.363148,0.007122,0.004823,-0.043931
84.393003,-0.011069,0.016818,0.011361
84.422858,0.014101,0.003841,0.008663
84.462665,0.031421,-0.003573,-0.027413
84.492520,-0.027805,-0.006734,0.016834
84.522375,-0.015535,-0.039117,0.038397
84.562181,0.038146,-0.040740,-0.024535
84.592036,-0.022003,0.015862,0.013171
84.621879,-0.042854,0.012753,0.046654
84.651734,0.038851,-0.032406,-0.003482
84.691541,0.003963,0.008253,-0.019627
84.721396,-0.041446,-0.033814,0.032979
84.751251,0.004677,-0.043212,0.020573
84.791058,0.048389,-0.024101,-0.024266
84.820913,-0.017912,-0.029712,0.017351
84.860720,0.009763,-0.033654,0.004613
84.890575,0.054690,-0.033265,-0.043698
84.920430,-0.017560,-0.005206,-0.000330
84.960236,0.004067,-0.059841,0.018096
84.990091,0.049093,-0.048384,-0.015651
85.019946,-0.005927,-0.013238,-0.005041
85.059753,-0.008055,-0.076700,0.010228
85.089608,0.026908,-0.051761,0.004146
85.119463,-0.026669,-0.013781,0.000062
85.159270,-0.000364,-0.031503,-0.001284
85.189125,0.039093,-0.073832,0.010981
85.218980,0.000466,-0.052861,0.033585
85.258787,-0.020747,-0.029764,0.006993
85.288642,0.028066,-0.067487,-0.034842
85.318497,0.014618,-0.069018,-0.000248
85.358304,-0.043175,-0.006668,0.027324
85.388159,0.044970,-0.030737,-0.033835
85.418014,0.048286,-0.052395,-0.042141
85.457822,-0.058688,-0.045182,-0.009218
85.487677,0.020687,-0.058452,-0.022192
85.517533,0.067878,0.016823,0.001437
85.557339,-0.000564,-0.018985,0.053168
85.587194,0.016515,-0.114876,0.021806
85.627001,-0.002724,-0.075928,-0.018770
85.656856,-0.009499,-0.036746,0.016319
85.686711,0.001001,-0.017253,0.017890
85.726518,0.007543,-0.034152,-0.031940
85.756373,-0.015109,-0.052209,0.006557
85.786228,-0.230582,0.567764,0.039938
85.826035,0.373202,-0.732567,0.005400
